#segundos nansegundos X Y Theta
29 29095000000 -0.110518858907 -0.0540915337513 -0.00375770651817
29 29567000000 0.337718995735 -0.169657963363 6.2814662003
29 29592000000 0.192603073281 -0.122002249714 6.28233543895
29 29619000000 0.192603073281 -0.122002249714 6.28233543895
29 29675000000 0.298473282852 0.0269155412491 6.28323451434
29 29738000000 0.258342572572 0.240548404353 6.28257405406
29 29792000000 0.376372258286 -0.112953873189 6.28228517647
29 29821000000 0.260514837435 0.0565012138524 6.28393810275
29 29879000000 0.247487050884 0.0647548327628 6.28394506608
29 29937000000 0.281631355828 -0.0272327980245 6.28239363928
29 29995000000 0.362786115245 -0.0542467303966 6.28179944088
30 30019000000 0.379836491915 -0.11470784128 6.28044891409
30 30077000000 0.247885841809 -0.195315208465 6.28131467357
30 30126000000 0.534950941457 -0.0440423449163 6.2837428624
30 30179000000 0.528659059358 0.12337950116 6.27914753103
30 30236000000 0.511778270802 -0.0348217116482 6.28524517419
30 30274000000 0.472011253357 0.177974669387 6.28244563798
30 30323000000 0.802187440433 -0.0982030770427 6.28177298335
30 30377000000 0.55543814 0.0984761705429 6.28146282726
30 30429000000 0.790382660208 -0.0928587899833 6.28312847257
30 30482000000 0.705594157125 -0.0211628407202 6.28110491038
30 30541000000 0.734431380427 -0.00467580807728 6.2829363023
30 30595000000 0.800465321982 0.0582785202428 6.28108685622
30 30619000000 0.791285958824 0.0402230181862 6.28401722229
30 30676000000 0.794864877211 0.0193581232236 6.28257157603
30 30727000000 0.891288239456 0.03680702292 6.28452602317
30 30775000000 0.807537532007 -0.00817621158249 6.28029244864
30 30827000000 0.578469752247 0.176607872717 6.28109312757
30 30881000000 1.12415482018 0.0337495633678 6.2846473383
30 30936000000 1.14159451051 -0.0200997134016 6.28375460882
30 30990000000 0.940914298549 0.037439330749 6.28231782508
31 31044000000 0.927845515278 -0.00975553968338 6.28084253392
31 31072000000 0.927845515278 -0.00975553968338 6.28084253392
31 31125000000 1.11361771097 -0.155253013497 6.2841355776
31 31179000000 1.09744131429 0.11565084977 6.28320861326
31 31234000000 1.13231128908 -0.0486070373707 6.27967281618
31 31286000000 1.23301151692 -0.0315011610041 6.28072124102
31 31339000000 1.34553701261 -0.0852534888483 6.27877184084
31 31397000000 1.41082626323 0.102402253414 6.28151163689
31 31419000000 1.20025502139 -0.228413025093 6.28536870601
31 31472000000 1.26348732413 -0.0871755034538 6.28202097215
31 31528000000 1.51246067388 0.143831448868 6.28377269182
31 31580000000 1.3659510474 0.090215922707 6.281819545
31 31634000000 1.42319274903 0.0929879790758 6.27885004582
31 31685000000 1.39284399941 -0.0904721226044 6.28337196758
31 31737000000 1.49415445945 -0.0953045342444 6.2823044319
31 31789000000 1.60865670134 0.0685049393178 6.2824525243
31 31817000000 1.43454844747 -0.0597117123942 6.27933569585
31 31873000000 1.56248951974 -0.0935167188017 6.27957212213
31 31926000000 1.62580724709 0.0951929886477 6.2831994286
31 31981000000 1.56427925274 -0.147211638543 6.28445499187
32 32031000000 1.86319220719 0.00132200765548 6.28482143556
32 32087000000 1.69206880502 -0.0223186765623 6.28415397772
32 32142000000 1.84639986438 0.163587089076 6.27879897904
32 32168000000 1.84639986438 0.163587089076 6.27879897904
32 32224000000 1.78288344493 0.185112851795 6.28102295786
32 32277000000 1.66317640144 -0.00928335064728 6.28447660035
32 32326000000 1.72296131728 -0.0807804940549 6.28278031592
32 32382000000 2.02207961534 -0.0360657249312 6.28324157588
32 32439000000 1.7453679918 -0.0828569368754 6.28412874594
32 32488000000 1.99862835009 0.117534931382 6.28514933738
32 32544000000 2.00537931747 0.0896507724769 6.28330966758
32 32571000000 2.00537931747 0.0896507724769 6.28330966758
32 32629000000 2.18207952418 0.00755402748336 6.28289567786
32 32680000000 1.77425478303 0.0107692399559 6.28400602529
32 32733000000 2.08815583209 0.0586526804459 6.28440148924
32 32788000000 2.2343759531 0.0171861033819 6.28152255616
32 32818000000 2.09507985207 0.0204870446665 6.27962781555
32 32870000000 2.12223344019 0.082313585351 6.28373315989
32 32923000000 2.11893609964 0.186720369729 6.28134119817
32 32978000000 2.3366883666 0.0585846077331 6.28105226036
33 33034000000 2.25261672339 0.0759888800214 6.2811316296
33 33091000000 2.2084096865 0.108678911017 6.28214224257
33 33141000000 2.16438755782 0.0770584739444 6.2813365226
33 33172000000 2.32241444752 -0.140565129053 6.28032297165
33 33239000000 2.44971031133 0.241951497728 6.28230006525
33 33288000000 2.36538746051 0.0277007735918 6.27911979102
33 33318000000 2.17765551368 -0.151935252139 6.28196904824
33 33374000000 2.32223595444 -0.084115992114 6.28504873799
33 33430000000 2.42466068886 0.0712072186998 6.28249082942
33 33487000000 2.49564061912 0.0574092297497 6.28146407486
33 33540000000 2.44857149859 0.0569631935689 6.28208370866
33 33570000000 2.44812554813 -0.0950936173386 6.27814571463
33 33628000000 2.50682804078 -0.163690598868 6.28235093852
33 33682000000 2.61401945444 -0.0939556342399 6.28403447369
33 33737000000 2.7399611611 0.121227793011 6.28240818026
33 33795000000 2.52254557994 0.038177677242 6.27942796563
33 33821000000 2.73777508249 -0.309421056547 6.28223550478
33 33875000000 2.65280277933 -0.0879743144044 6.28224346248
33 33927000000 2.64543612545 -0.118284444532 6.28173929359
33 33977000000 2.8752121927 0.0056176215601 6.28112755766
34 34033000000 2.92723744898 0.0476481284415 6.2838302126
34 34086000000 2.75692654516 0.0439384230569 6.27944542982
34 34143000000 2.82456651618 -0.186038279078 6.28376905169
34 34171000000 2.97649438386 -0.0332361375492 6.27966818677
34 34230000000 2.94764972309 -0.0274452848837 6.28275455715
34 34282000000 3.06506591266 0.00923215459249 6.27931839989
34 34335000000 3.08292669476 -0.0169499337469 6.28174565228
34 34390000000 2.95066655142 -0.0419818006594 6.28137444894
34 34419000000 3.20887814151 -0.0233119721979 6.28330126855
34 34474000000 3.11681035459 -0.167756888181 6.27834346854
34 34535000000 3.12635141493 0.089971100509 6.28006058599
34 34590000000 3.21376142882 -0.0478469488738 6.28224421646
34 34643000000 3.23915351382 0.0354148650334 6.28240085816
34 34671000000 3.23915351382 0.0354148650334 6.28240085816
34 34725000000 3.21786842108 -0.049386666491 6.2835146207
34 34781000000 3.203370426 -0.144822817394 6.28363972755
34 34834000000 3.47961529791 -0.0352096382521 6.28453269052
34 34888000000 3.37685603087 0.136218577751 6.28140843766
34 34942000000 3.40538629799 -0.192387418119 6.27834195043
34 34972000000 3.36252871023 -0.0823380787128 6.27713618551
35 35026000000 3.47955848994 -0.027695609076 6.27834878139
35 35081000000 3.4579518049 0.00441212966993 6.28177530517
35 35135000000 3.55899392709 -0.0351997350413 6.28130428426
35 35180000000 3.50152637351 0.109348878789 6.28256048742
35 35236000000 3.5793254438 0.0239298571519 6.28238242818
35 35281000000 3.61609460346 -0.174851777104 6.28349735528
35 35330000000 3.51902180121 -0.0140732242945 6.28108741465
35 35385000000 3.60806202707 0.136760405268 6.28050520103
35 35442000000 3.66388372136 -0.00155068938041 6.2817216833
35 35496000000 3.70402993878 0.0709830858949 6.28042383446
35 35523000000 3.68046158998 -0.014887676121 6.28320283198
35 35578000000 3.87106593387 0.0786138341305 6.28179797974
35 35637000000 3.85206048949 0.0638634252325 6.27801049709
35 35696000000 3.92922605325 0.00389215530619 6.27945134989
35 35723000000 3.66768888183 -0.0396330501445 6.27935686719
35 35795000000 3.93792081378 0.0887109720978 6.28556763116
35 35821000000 3.93792081378 0.0887109720978 6.28556763116
35 35875000000 3.88397725811 0.0469843581437 6.28693942816
35 35929000000 4.09419182917 -0.114003653471 6.27970301639
35 35981000000 3.91750514389 -0.0404525653948 6.28384598256
36 36039000000 4.11305120688 -0.0203056948579 6.28180599422
36 36091000000 4.10638084827 0.240187673864 6.28099802188
36 36118000000 4.07975449063 -0.0947561579996 6.28254746406
36 36175000000 4.21817557438 0.121463595917 6.28441674644
36 36232000000 4.08981977017 -0.00104447952383 6.28311748847
36 36288000000 4.11646049155 -0.0423270780265 6.28295502707
36 36346000000 4.34876183363 0.110172549394 6.28151017782
36 36376000000 4.46280964425 0.0616528626666 6.28257995536
36 36428000000 4.08982996563 0.135191344784 6.27998254678
36 36485000000 4.17383592544 0.0788702406857 6.28071551986
36 36544000000 4.30887108495 -0.0747523081397 6.27900895961
36 36573000000 4.33948081244 -0.00768389020464 6.27986723682
36 36631000000 4.38493460781 0.0108653077913 6.28073507437
36 36689000000 4.41059541568 0.0674815919633 6.28115021345
36 36745000000 4.42892352072 0.0559158514415 6.28368821891
36 36771000000 4.42892352072 0.0559158514415 6.28368821891
36 36825000000 4.5251714005 -0.0395704588706 6.27782712761
36 36879000000 4.6238711122 0.122710770628 6.28129231543
36 36937000000 4.64073433622 -0.00516294381385 6.27917812081
36 36988000000 4.47857943243 0.0145343565798 6.2815278377
37 37046000000 4.74188582079 0.0570214322613 6.27974076554
