#segundos nansegundos X Y Theta
21 21866000000 0.0184825792947 -0.036443749821 1.37036395197e-05
22 22318000000 0.0135982056104 0.0157255600245 0.000165468771964
22 22445000000 0.131680974551 0.0520091014545 0.000153719323382
22 22548000000 0.0556409740193 0.0356482175206 0.000144643547012
22 22659000000 0.225548841104 -0.0426889566243 0.000140755005758
22 22772000000 0.222758916846 -0.0525796760043 0.000143155921105
22 22898000000 0.208191970119 -0.140625839138 0.000149461079295
23 23022000000 0.275734228846 -0.0441010656444 0.000159191910052
23 23122000000 0.297757353096 0.0319071717429 0.000164382031197
23 23224000000 0.220126918368 0.0353956103399 0.000164750127799
23 23346000000 0.265945048685 0.0646535673818 0.000159754753706
23 23461000000 0.435118748876 -0.100887754829 0.000149356827395
23 23589000000 0.358700625373 -0.0207838642178 0.000142235658698
23 23699000000 0.374970475545 0.0086589383419 0.000140771565462
23 23800000000 0.474274242402 0.053492759564 0.000145200726501
23 23901000000 0.386131622064 -0.0466092563322 0.000153658511524
24 24025000000 0.477945278164 -0.0361693892965 0.000164754748132
24 24133000000 0.622785995137 0.0210212756464 0.000170993689205
24 24241000000 0.531571329284 -0.0256959145532 0.000169449172909
24 24359000000 0.502156187943 0.0103611912381 0.00016084443153
24 24467000000 0.563724721513 -0.0374334446647 0.000150307558091
24 24570000000 0.650594604391 0.0155497730625 0.000140246516507
24 24677000000 0.710786383745 -0.0129703095756 0.000138039348552
24 24778000000 0.694661548671 0.00990083215799 0.000140835857594
24 24892000000 0.638384495062 0.0460895563045 0.000148450229373
25 25003000000 0.61952079526 0.0186334161905 0.000157363256438
25 25115000000 0.787188839189 -0.0283609278921 0.000162459721659
25 25240000000 0.740947601424 0.0297887706236 0.000160882879346
25 25362000000 0.811252929291 0.0218962554722 0.000152755673567
25 25472000000 0.82785959107 -0.0927087720613 0.000144497740686
25 25583000000 0.83546226179 -0.0556052458567 0.000139408575847
25 25703000000 0.909840406216 0.0301683260819 0.000140642729348
25 25820000000 0.933590737067 -0.0368778191716 0.000146800369172
25 25930000000 1.01422722212 0.0250648783592 0.000152942976426
26 26046000000 0.97578594459 -0.0449321315326 0.000160972689383
26 26167000000 1.02820772656 -0.00728811099363 0.000162536864839
26 26273000000 1.09334395408 0.091578794796 0.000156293644394
26 26381000000 1.06305825776 0.0445981480561 0.000144190519819
26 26496000000 1.05654367729 0.0537047394803 0.000133827556243
26 26605000000 1.08791120136 0.0335661148038 0.000129229483508
26 26726000000 1.09370358312 -0.0244502824603 0.000131463214892
26 26841000000 1.22638559837 -0.015131917733 0.000141363056267
